"title","authors","year","venue","cited_by","is_oa","oa_url","doi","abstract","query","id","type"
"The impact of bank mergers on corporate tax aggressiveness","Jie Chen; Tapas Mishra; Wei Song; Qingjing Zhang; Zhuang Zhang","2024","Journal of Corporate Finance","8","True","https://eprints.whiterose.ac.uk/id/eprint/207059/1/The%20Impact%20of%20Bank%20Mergers%20on%20Corporate%20Tax%20Aggressiveness.pdf","https://doi.org/10.1016/j.jcorpfin.2024.102540","","trump 2016 election ""cash holdings"" difference-in-differences","https://openalex.org/W4390618802","article"
"Will robots automate your job away? Full employment, basic income, and economic democracy","Ewan McGaughey","2019","","8","True","https://doi.org/10.31228/osf.io/udbj8","https://doi.org/10.31228/osf.io/udbj8","Will the internet, robotics and artificial intelligence mean a ‘jobless future’? A recent narrative, endorsed by prominent tech-billionaires, says we face mass unemployment, and we need a basic income. In contrast, this article shows why the law can achieve full employment with fair incomes, and holidays with pay. Universal human rights, including the right to ‘share in scientific advancement and its benefits’, set the proper guiding principles. Three distinct views of the causes of unemployment are that it is a ‘natural’ phenomenon, that technology may propel it, or that it is social and legal choice: to let capital owners restrict investment in jobs. Only the third view has any credible evidence to support it. Technology may create redundancies, but unemployment is an entirely social phenomenon. After World War Two, 42% of UK jobs were redundant but social policy maintained full employment, and it can be done again. This said, transition to new technology, when markets are left alone, can be exceedingly slow: a staggering 88% of American horses lost their jobs after the Model T Ford, but only over 45 years. Taking lessons from history, it is clear that unemployment is driven by inequality of wealth and of votes in the economy. To uphold human rights, governments should reprogramme the law, for full employment, fair incomes and reduced working time, on a living planet. Robot owners will not automate your job away, if we defend economic democracy. (2021) Industrial Law Journal.","trump tariff ""cash holdings"" firm","https://openalex.org/W3121363283","article"
"Economic policy uncertainty and institutional portfolio investment","Qing Hao; Andi Li","2024","Financial Management","8","True","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/fima.12478","https://doi.org/10.1111/fima.12478","Abstract This paper investigates the impact of economic policy uncertainty (EPU) on institutional investors’ holdings of common stocks. Using a large sample of quarterly institutional ownership data from 28 countries/markets between 2000 and 2021, we find that EPU negatively affects institutional investments in both domestic and overseas stock markets. Policy uncertainty also deters foreign institutions’ inbound investments. The adverse effect of policy uncertainty on crossborder institutional investment is particularly pronounced when the investment destination country does not share the same official language or legal origin as the investing country, consistent with the information asymmetry hypothesis. Additionally, firms with higher cash holdings and lower market‐to‐book ratios are less vulnerable to the withdrawal of investment by foreign institutional investors.","""firm-level political risk"" ""cash holdings""","https://openalex.org/W4403599689","article"
"Is firm-level political risk priced in the corporate bond market?","Luis Ceballos; Vanja Piljak; Laurens Swinkels","2024","Journal of Empirical Finance","8","True","https://doi.org/10.1016/j.jempfin.2024.101562","https://doi.org/10.1016/j.jempfin.2024.101562","· Company-specific political risk is measured using textual analysis quarterly earning calls · We document a positive and significant political risk premium in corporate bond markets · Riskier and less liquid bonds exhibit a larger political risk premium · The political risk premium is positively associated with monetary policy shocks We investigate whether political risk is priced in the cross-section of corporate bond returns by using a text-based measure of firm-level political risk. We document a positive and significant political risk premium after controlling for bond and firm characteristics, conventional risk factors, and exposure to aggregate economic policy uncertainty. Bonds with higher political and credit risk, as well as smaller, more illiquid, and longer maturity corporate bonds exhibit a larger political risk premium. Time-series analysis indicates that monetary policy shocks and common shocks in the equity and bond market exhibit a statistically significant and positive association with the political risk premium. Our findings reveal the importance of idiosyncratic political risk beyond common risk factors and aggregate economic policy uncertainty.","""firm-level political risk"" ""cash holdings""","https://openalex.org/W4403712025","article"
"Economic policy uncertainty nexus with the value relevance of advertising: Evidence from an emerging market","Imad Jabbouri; Omar Farooq; Rachid Jabbouri","2023","International Journal of Finance & Economics","8","True","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ijfe.2789","https://doi.org/10.1002/ijfe.2789","Abstract This paper aims to document the effect of economic policy uncertainty on the value of advertising expenditures within the context of an emerging market. The paper shows that the value of advertising expenditures is an increasing function of economic policy uncertainty. The impact of advertising on firm performance is more pronounced during the periods characterized by higher economic policy uncertainty. We argue that, during uncertain times, the financial information loses its relevance. Therefore, during these periods, non‐financial traits, such as brand image, customer equity, relationship capital, and familiarity that characterizes firms with high advertising become more important. The findings hold in various sub‐samples and across various proxies of advertising activity. The findings also hold under alternate estimation procedures (pooled OLS regression, panel data with fixed effects and instrument variable regression). More importantly, this paper also shows that, relative to other agency reducing mechanisms (such as analyst coverage, asset utilization ratio, expense ratio and dividend payments), advertising is more valuable during periods with high economic policy uncertainty.","""presidential election"" ""corporate cash holdings"" DiD","https://openalex.org/W4318713491","article"
"CONCAVE EFFECT OF FINANCIAL FLEXIBILITY ON SEMICONDUCTOR INDUSTRY PERFORMANCE: QUANTILE REGRESSION APPROACH","Bao‐Guang Chang; Kun‐Shan Wu","2022","Technological and Economic Development of Economy","8","True","https://journals.vilniustech.lt/index.php/TEDE/article/download/16622/11113","https://doi.org/10.3846/tede.2022.16622","To survive increasingly uncertain and competitive markets, technology and capitalintensive semiconductor companies need to be more agile, responsive and flexible than ever before. This study investigates the impact financial flexibility on firm performance within Taiwan’s semiconductor industry and whether the impact on FP differs depending on the semiconductor industry characteristics. Using quantile regression analysis, data from semiconductor companies listed on the Taiwan Stock Exchange during the COVID-19 shock was investigated. The results evidence an inverted U-shaped relationship between FF and FP in the lower and median return on equity quantiles of the semiconductor industry. For the asset heavy business model companies, FF has a concave impact on FP for IC-design and IC-manufacturing companies but not the semiconductor companies. For the asset light business model companies, FF has a concave impact on FP in the lower and median quantiles for semiconductor companies, in the upper quantiles for IC-design companies and in all except the 90th quantile for IC-manufacturing companies. The results of this research significantly contribute to extant literature as with such specific knowledge regarding the impact of FF on FP, managers are able to make decisions based on a firm’s individual FF-FP relationship and identify the most lucrative business trajectory.","""trade war"" 2018 ""cash holdings"" firm DiD","https://openalex.org/W4280611878","article"
"Behavior of small and medium shipping enterprises’ working capital management: moderating role of firm-specific characteristics in times of crises and geopolitical risk","Suntichai Kotcharin; Kulaya Jantadej","2024","Cogent Business & Management","8","True","https://doi.org/10.1080/23311975.2024.2396544","https://doi.org/10.1080/23311975.2024.2396544","This study examined the relationship between working capital management and the profitability of small and medium enterprises (SMEs) in the shipping industry, particularly during crises and geopolitical uncertainty, as well as the moderating effects of firm-specific characteristics and macroeconomic factors. We used firm-level data from Thailand’s shipping SMEs from 2001 to 2021 and a dynamic panel Generalized Method of Moments (GMM) approach. We found a nonlinear and negative relationship between working capital and profitability for all of the study’s samples. Shipping SMEs tended to adopt aggressive working capital policies during the global financial crisis, whereas they were likely to use conservative policies during the 2016–2017 shipping market turmoil, according to the separate analysis. The 2016–2017 shipping market turmoil negatively impacted firms’ profitability, albeit mitigated by sales growth. Our findings indicated that the impact of working capital management on profitability was more pronounced during the global financial crisis compared to the shipping industry turbulence observed in 2016–2017. We also discovered that, in the presence of China’s geopolitical risk, firms were likely to enhance their working capital efficiency and mitigate an adverse impact on firm performance with their financial leverage and firm size. Additionally, financially constrained firms exhibited an inverted U-shaped relationship between working capital and profitability. To maximize firms’ profitability, management should pay attention to their working capital management and attempt to maintain the optimum level of working capital. Moreover, management should consider working capital as an essential source of financing, especially for financially constrained firms. The findings shed light on the working capital management decisions made by shipping SMEs in the emerging market.","""trade war"" 2018 ""cash holdings"" firm DiD","https://openalex.org/W4402275674","article"
"Brexit Referendum and Business Investment in the UK","Lucyna Gornicka","2018","IMF Working Paper","8","True","https://www.elibrary.imf.org/doc/IMF001/25545-9781484382011/25545-9781484382011/Other_formats/Source_PDF/25545-9781484386132.pdf","https://doi.org/10.5089/9781484382011.001","In this paper I apply firm-level analysis to examine how the Brexit process has affected business investment in the UK. An interaction term of potential trade costs after exiting the EU and a measure of firms' participation in global trade is used as a proxy for firm-level exposure to Brexit-related effects. The results suggest that potential trade costs have had a considerable and statistically significant negative impact on firm investment in the UK after the referendum. At the same time, the post-referendum sterling depreciation has likely contributed positively to investment expenditure by more foreign-oriented firms.","""trade policy uncertainty"" ""cash holdings"" DiD","https://openalex.org/W4237183227","article"
"Digital M&amp;A and Firm Innovation","Zixuan Zhou; Fang Wang; Gaoju Yang; Xianhai Huang","2023","Journal of Global Information Management","8","True","https://www.igi-global.com/ViewTitle.aspx?TitleId=321186&isxn=9798369301395","https://doi.org/10.4018/jgim.321186","This study empirically examines how digital M&amp;A affects firm innovation using data from Chinese listed companies from 2006 to 2019. The results show that digital M&amp;A promotes firm innovation, and our findings also suggest that digital M&amp;A enables firms to break away from technology path-dependence to achieve radical innovation and digital innovation. The analysis of different types of digital M&amp;A shows that the innovation effect of vertical digital M&amp;A is smaller than that of horizontal digital M&amp;A. Vertical digital M&amp;A significantly increases industry concentration and may change the competitive structure of the market; the innovation effect of cross-border digital M&amp;A is smaller than that of domestic digital M&amp;A, which may be related to the negative moderating effect of cultural and institutional distance between China and the host country, as well as the restriction of cross-border data flow.","""trade policy uncertainty"" ""cash holdings"" DiD","https://openalex.org/W4366590925","article"
"Extreme time–frequency connectedness between oil shocks and sectoral markets in the United States","Oğuzhan Özçelebi; José Pérez-Montiel; Sang Hoon Kang","2025","Financial Innovation","8","True","https://jfin-swufe.springeropen.com/counter/pdf/10.1186/s40854-025-00755-2","https://doi.org/10.1186/s40854-025-00755-2","Abstract This study assessed the connectedness between oil shocks and industry stock indexes in the United States (US). We consider the normal and extreme conditions across different frequency horizons, and the quantile time–frequency connectedness method is used to determine the tail risk contagion under different frequency horizons. Our results reveal that the short-term frequency connectedness significantly exceeds the long-term frequency connectedness. We also indicate that the connectedness in the lower and upper quantiles is greater than at the conditional mean. Importantly, oil risk shock is the biggest net transmitter of shocks to the US sectors in normal and extreme conditions, highlighting that oil risk shocks cause substantial variations in US sector stock returns in the short, medium, and long term. Finally, QAR(3) model demonstrates the significant impact of oil risk shocks on US sector stock returns during extreme and normal conditions. Therefore, our study underscores the role of asymmetry in the reaction of US sector stock returns to oil-related shocks, and we suggest that policies aimed at overcoming the adverse effects of oil shocks on stock markets and promoting financial stability should incorporate asymmetric features.","""trade policy uncertainty"" ""cash holdings"" DiD","https://openalex.org/W4406605474","article"
"The impact of CEO political ideology on labor cost reductions and payout decisions during the COVID-19 pandemic","Ali Bayat; Marc Goergen; Panagiotis Koutroumpis; Xingjie Wei","2024","Journal of Corporate Finance","7","True","https://doi.org/10.1016/j.jcorpfin.2024.102692","https://doi.org/10.1016/j.jcorpfin.2024.102692","Using a hand-collected dataset, we study whether CEO political ideology affected S&P 500 firms’ reactions to the COVID-19 pandemic in 2020. During the pandemic, CEOs had the option to distribute the pain of the pandemic’s impact onto shareholders by paying lower dividends, onto the workforce by reducing labor costs, or to share the pain. We hypothesize that conservative CEOs were more likely to aggressively reduce labor costs while still meeting dividend expectations. Conversely, other CEOs would have been less likely to meet dividend expectations and less likely to reduce labor costs. Our findings support this hypothesis. We also find that during the pandemic, conservative CEOs used temporary downsizing to avoid earnings losses, enabling them to meet dividend expectations.","trump 2016 election ""cash holdings"" difference-in-differences","https://openalex.org/W4404443295","article"
"Endowment for a rainy day? An empirical analysis of endowment spending by operating public charities","Heng Qu","2020","Nonprofit Management and Leadership","7","True","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/nml.21440?download=true","https://doi.org/10.1002/nml.21440","Abstract There has been growing public attention to the accumulation and spending of endowments in recent years. Scholars have offered different theories on the objective of endowments that have different implications for endowment spending. Yet, there are limited empirical studies and they mostly focus on universities. Using the Form 990 data between 2009 and 2016, this study examines how endowments are actually spent for four types of operating charities, including museums, universities, hospitals, and K‐12 schools. The descriptive results show that there are considerable cross‐sectional differences in endowment characteristics across these types of organizations. The fixed effects analyses further demonstrate different types of organizations have different payout responses to changes in endowment returns, non‐endowment income, and contributions to endowment. However, the study does not find any empirical evidence that organizations use endowments as rainy day funds. This article extends the understanding on endowment spending behavior from universities to other types of operating charities that also hold endowments. The findings provide empirical evidence that may inform the existing debate on endowment spending and have practical implications for endowment management.","""Tax Cuts and Jobs Act"" ""cash holdings"" difference-in-differences","https://openalex.org/W3082209362","article"
"Tax planning and financial default: role of corporate life cycle","Alessandro Gabrielli; Giulio Greco","2023","Management Decision","7","True","https://www.emerald.com/insight/content/doi/10.1108/MD-07-2022-0928/full/pdf?title=tax-planning-and-financial-default-role-of-corporate-life-cycle","https://doi.org/10.1108/md-07-2022-0928","Purpose Drawing on the resource-based view (RBV), this study investigates how tax planning affects the likelihood of financial default in different stages of the corporate life cycle. Design/methodology/approach Collecting a large sample of US firms between 1989 and 2016, hypotheses are tested using a hazard model. Several robustness and endogeneity checks corroborate the main findings. Findings The results show that tax-planning firms are less likely to default in the introduction and decline stages, while they are more likely to default in the growth and maturity stages. The findings suggest that introductory and declining firms use cash resources obtained from tax planning efficiently to meet their needs and acquire other useful resources. In growing and mature firms, tax aggressiveness generates unnecessary slack resources, weakens managerial discipline and increases reputational risks. Practical implications The results shed light on the benefits and costs associated with tax planning throughout firms' life cycle, holding great significance for managers, investors, lenders and other stakeholders. Originality/value This study contributes to the literature that examines resource management at different life cycle stages by showing that cash resources from tax planning are managed in distinctive ways in each life cycle stage, having a varied impact on the likelihood of default. The authors shed light on underexplored cash resources. Furthermore, this study shows the potential linkages between the agency theory and RBV.","""Tax Cuts and Jobs Act"" ""cash holdings"" difference-in-differences","https://openalex.org/W4388705584","article"
"Codetermination: A Poor Fit for U.S. Corporations","Jens Dammann; Horst Eidenmüller","2021","Columbia Business Law Review","7","True","https://journals.library.columbia.edu/index.php/CBLR/article/download/7809/3950","https://doi.org/10.52214/cblr.v2020i3.7809","The idea that a corporation’s employees should elect some of the corporation’s board members, a system known as codetermination, has moved to the forefront of U.S. corporate law policy. Elizabeth Warren’s Accountable Capitalism Act calls for employees of large firms to elect forty percent of all board members. Bernie Sanders’s Corporate Accountability and Democracy Plan goes even further and states that workers should elect forty-five percent of board members. Both Warren’s and Sanders’s plans are broadly similar to the German law on codetermination, which for many decades has allowed employees of large German corporations to elect up to half of all board members. It is therefore unsurprising that Senator Sanders points to Germany’s successful economic development as evidence that economic progress and mandatory codetermination can go hand in hand. However, this Article argues that codetermination promises to be a poor fit for U.S. corporations. While Germany arguably reaps significant benefits from codetermination, legal, social, and institutional differences between Germany and the United States make it highly unlikely that the United States would be able to replicate those benefits. Furthermore, the costs of codetermination probably would be much higher in the United States than they are in Germany.","""Tax Cuts and Jobs Act"" ""cash holdings"" difference-in-differences","https://openalex.org/W3134862703","article"
"The Response of CSR to Economic Policy Uncertainty: Evidence from China","Hailiang Zou; Ruijing Wang; Guoyou Qi","2023","Sustainability","7","True","https://www.mdpi.com/2071-1050/15/17/12978/pdf?version=1693231043","https://doi.org/10.3390/su151712978","The dynamics and instability of economic policies exercise considerable influence on firm behaviors. This study aims to explore the impact of economic policy uncertainty on the level of CSR that firms are engaged in and the heterogeneity of this impact across firms. Using a dataset of Chinese-listed companies from 2011 to 2019, which consists of 837 different firms and 4551 firm-year observations, the results show a negative response of CSR to economic policy uncertainty in China, which is mitigated by the political connections and resource slack that firms possess. These findings underscore the importance of a predictable business environment for CSR behaviors and the capability of firms to cope with uncertainty.","""trade policy uncertainty"" ""cash holdings"" DiD","https://openalex.org/W4386255634","article"
"The Impact of Economic Policy Uncertainty on the Performance of New Energy Firms","Yan Zhang; Weihua Yu; Yifan Yu; Shiyu Han","2023","Sustainability","7","True","https://www.mdpi.com/2071-1050/15/21/15614/pdf?version=1699076021","https://doi.org/10.3390/su152115614","In China, the development of a new energy sector relies heavily on economic policies. In the strategic context of sustainable development, it possesses profound theoretical and practical values to objectively and quantitatively explore the influences of economic policies on the new energy firms’ performance. This paper proposes three hypotheses after conducting a theoretical analysis. This paper regards China’s economic policy uncertainty index (EPU) as a policy shock indicator and utilizes the panel data of listed firms in China’s new energy sector from 2008 to 2021 to explore the influence of EPU on China’s new energy enterprises’ performance. The research results show that EPU exerts a negative influence on the performance of new energy companies, and this negative impact is robust after the replacement of the explanatory variables. On this basis, we further investigate the influence of EPU on the new energy enterprises’ performance in different ownership systems and different regions. It also shows that the impact of economic uncertainty is more obvious on non-state-owned enterprises and the western and central regions. Finally, countermeasures are proposed based on the study results.","""trade policy uncertainty"" ""cash holdings"" DiD","https://openalex.org/W4388333891","article"
"Germany","International Monetary Fund. European Dept.","2019","IMF Staff Country Reports","6","True","https://www.elibrary.imf.org/doc/IMF002/26217-9781498324632/26217-9781498324632/Other_formats/Source_PDF/26217-9781498324694.pdf","https://doi.org/10.5089/9781498324632.002","Selected Issues","""Tax Cuts and Jobs Act"" ""cash holdings"" difference-in-differences","https://openalex.org/W4247520142","article"
"Chinese Influence in Australia: What Do Financial Markets Tell Us?","Kerry Liu","2020","East Asia","6","True","https://link.springer.com/content/pdf/10.1007/s12140-020-09346-7.pdf","https://doi.org/10.1007/s12140-020-09346-7","","trump tariff ""cash holdings"" firm","https://openalex.org/W3084055552","article"
"The Impact of Financial Flexibility on Enterprise Risk-Taking","Yunli Liu; Yu-An Chang","2020","","6","True","https://www.atlantis-press.com/article/125944949.pdf","https://doi.org/10.2991/assehr.k.201012.005","Economic globalization has made corporate risks complex and diverse. In recent years, the international economic environment and China's policy changes have prompted people to increase their risk awareness. Enterprise risk-taking is the fundamental driving force for economic growth and is vital to the survival and development of enterprises. Therefore, based on the theory of resource dependence, this paper takes the A-share listed non-financial enterprises in 2014-2018 as a sample and establishes a fixed-effect model to study the impact of financial flexibility on the enterprises risk-taking. The research finds that financial flexibility can significantly promote enterprise risktaking, in non-state-owned enterprises and agents. In enterprises with low conflicts, financial flexibility plays a more stronger role in promoting corporate risk-taking. The research in this paper not only enriches the relevant literature on financial flexibility and enterprise risk commitment, but also contributes to the financial resource reserve and risk commitment decision of the enterprise.","""trade war"" 2018 ""cash holdings"" firm DiD","https://openalex.org/W3147480503","article"
"Compromise in hard times? The impact of deglobalization on corporate social responsibility in the US–China supply chain","Yanming Cao; Jengfang Chen; Xiaomeng Chen; Meiting Lu","2024","Journal of Business Finance &amp Accounting","6","True","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jbfa.12803","https://doi.org/10.1111/jbfa.12803","Abstract This study examines the effect of the US–China trade tensions on the corporate social responsibility (CSR) performance of the Chinese suppliers most affected by the 2018 US tariff surges. Using a difference‐in‐differences approach, we find that Chinese suppliers with direct US corporate customers experience a significant decline in CSR performance, compared with their peers without direct US corporate customers. We also show that the adverse effect of tariff surges on Chinese suppliers’ CSR performance is concentrated among those with a strong cost leadership strategy. However, the CSR performance of Chinese suppliers that have direct US corporate customers with high CSR awareness is not affected by the tariff surges. Further analyses reveal that the negative effects of the trade tensions on CSR performance are felt most strongly by the employees of Chinese suppliers. Taken together, despite the challenges posed by the deglobalization wave to the diffusion of CSR across global supply chains, the increasing demand for CSR involvement from US corporate customers can exert significant pressure on Chinese suppliers’ CSR performance.","""trade war"" 2018 ""cash holdings"" firm DiD","https://openalex.org/W4394980122","article"
"Perceived uncertainty, low-carbon policy, and innovation investment: evidence from Chinese listed new energy companies","Huwei Wen; Yutong Liu; Fengxiu Zhou","2023","Economic Research-Ekonomska Istraživanja","6","True","https://www.tandfonline.com/doi/pdf/10.1080/1331677X.2023.2166092?download=true","https://doi.org/10.1080/1331677x.2023.2166092","Uncertainty can bring about challenges to the operations of the energy industry, which may inevitably affect corporate innovation decisions. This study uses the firm-level data from the new energy sector in China to examine how perceived uncertainty affects their innovation decisions. It is found that new energy companies significantly increase innovation activities when perceiving high uncertainty. In addition to directly promoting innovation investment, a low-carbon policy can also indirectly increase the innovation investment of new energy companies in response to perceived uncertainty. Specifically, a low-carbon policy can significantly increase government subsidies and reduce the financing constraints of new energy companies, thereby increasing their innovation effect against perceived uncertainty. Furthermore, the uncertainty–innovation nexus is significantly positive in companies with different ownership, but some differences exist in the effects and mechanisms.","""trade policy uncertainty"" ""cash holdings"" DiD","https://openalex.org/W4319862109","article"
"IRS Enforcement and Voluntary Tax Disclosure","Anne Ehinger; Joshua Lee; Bridget Stomberg; Erin Towery","2024","Journal of the American Taxation Association","5","True","https://publications.aaahq.org/jata/article-pdf/doi/10.2308/JATA-2022-009/106190/jata-2022-009.pdf","https://doi.org/10.2308/jata-2022-009","ABSTRACT Although voluntary tax disclosures can improve firms’ information environments and reduce financial statement users’ costs of processing complex tax information, they can also inform tax authorities about tax avoidance strategies. This study explores the content of voluntary tax disclosures during quarterly earnings announcements and conference calls to examine the effect of IRS enforcement on managers’ voluntary tax disclosure decisions. We estimate a negative relation between IRS enforcement and voluntary tax disclosures that is concentrated in the subset of firms with high levels of tax avoidance. These results are consistent with managers having concerns about the potential costs of voluntary disclosures to tax authorities. In supplemental analysis, we find results consistent with voluntary tax disclosures benefiting analysts, but at the cost of increasing IRS attention. Collectively, our results suggest an unintended negative effect of IRS enforcement on the information environment. Data Availability: Data are available from the sources cited in the text. JEL Classifications: H25; M41; M48.","""Tax Cuts and Jobs Act"" ""cash holdings"" difference-in-differences","https://openalex.org/W4394861129","article"
"Firm-level political risk and equity issuance","Dewan Rahman; Anamul Haque; Muhammad Kabir; Shehub Bin Hasan","2024","Journal of International Financial Markets Institutions and Money","5","True","https://doi.org/10.1016/j.intfin.2024.101944","https://doi.org/10.1016/j.intfin.2024.101944","We examine whether firm-level political risk influences the issuance of equity (debt) to finance corporate investment. With a sample of 64,693 firm-quarter observations from 2002–2020, we find that firm-level political risk is significantly and positively associated with subsequent equity issuance as opposed to debt issuance. To mitigate endogeneity, we estimate firm fixed-effects regression, perform nearest-neighbor score matching technique and Heckman’s (1979) two-step correction procedure, and employ gubernatorial elections in different states of the U.S. as a shock to the firm-level political risk. We also test for two potential economic mechanisms, financial flexibility and information asymmetry, and find that our baseline results are more pronounced for these channels. Our study presents new evidence on firms’ financing choices in the presence of firm-level political risk.","""PRisk"" ""cash holdings"" Trump","https://openalex.org/W4390920142","article"
"Local community's social capital and CEO pay duration","Zhenjiang Gu; Jeong‐Bon Kim; Louise Yi Lu; Yangxin Yu","2024","Journal of Business Finance &amp Accounting","5","True","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jbfa.12781","https://doi.org/10.1111/jbfa.12781","Abstract In this study, we examine the impact of social capital surrounding firms’ headquarters on their chief executive officers (CEOs)’ pay duration, reflected by the vesting periods of the short‐term and long‐term components in their annual compensation. Our analysis reveals that CEO pay duration increases with the level of social capital in the county in which firms are headquartered. We further find that this effect is more pronounced when CEOs are more likely to be short‐term‐oriented, suggesting that under the influence of the local community's social capital, the board of directors uses longer pay duration to better align CEOs’ interests with long‐term shareholder value. Our results are robust to a variety of additional tests and a smaller sample of firms that had relocated their headquarters to communities with a different level of social capital. Overall, our findings are consistent with the view that social capital incentivizes firms to be long‐term‐oriented and refrain from short‐term opportunistic activities, and this lengthens CEO pay duration.","""presidential election"" ""corporate cash holdings"" DiD","https://openalex.org/W4390685989","article"
"Characteristics of a Good Board of Directors for Indonesian SOEs Performance","Dian Kusuma Wardhani; Wiwik Supratiwi","2023","Journal of Indonesian Economy and Business","5","True","https://journal.ugm.ac.id/v3/jieb/article/download/4410/2261","https://doi.org/10.22146/jieb.v38i1.4410","Introduction/Main Objectives: This research aims to empirically show the positive influence of the board of directors' characteristics on company performance, proxied by female directors, political connections, economic and/or business educational backgrounds, and education levels. Background Problems: Essential characteristics are required to produce quality strategies because they directly affect the performance of SOEs, and Regulation PER-8/MBU/08/2020 of the Minister of SOEs restruc­tures the BOD to increase the proportion of women. Novelty: This research measures SOEs' performance from their financial, adminis­trative, and operational aspects. It comprehensively assesses the dual function of SOEs as public servants and producers of state profits. Research Methods: A total of 245 Indonesian state-owned enterprises were examined between 2014 and 2019 using panel regression with the random effect model. The companies’ performance data were obtained from the Information Management and Documentation Officer (PPID) of the Ministry of SOEs of the Republic of Indonesia (RI). Finding/ Results: The results show that female directors and political connections positively influence the performance of SOEs. According to the robust­ness test, directors with economic and/or business education backgrounds positively influence the financial performance, and the higher the education level is, this negatively influences the performance of SOEs. Conclusion: Essentially, this research supports the plan of the Minister of SOEs to increase the proportion of women on the boards of directors. The findings also prove that political connections strengthen the personal qualities of SOE directors, whether they are female or not.","""presidential election"" ""corporate cash holdings"" DiD","https://openalex.org/W4318173980","article"
"Enigma of Relationship between Digital Economy and Intellectual Property Rights: Reflections on Innovation in Digital Economy Represented by Cloud Computing","Weier Zhang; Yiyi Zhang","2023","ICST Transactions on Scalable Information Systems","5","True","https://publications.eai.eu/index.php/sis/article/download/3946/2540","https://doi.org/10.4108/eetsis.3946","INTRODUCTION: The development of the digital economy and intellectual property management represented by cloud computing has promoted the progress of China's modernization road. Cloud computing plays a vital role in various industries, and the control of intellectual property rights in the digital economy represented by cloud computing is closely connected with the high-quality development of China's digital economy, the construction of a robust intellectual property country, and the modernization of the national government. China's intellectual property management capability and digital economy management system are advanced, but practical difficulties still exist at home and abroad. OBJECTIVES: To improve the development level of computer information technology such as cloud computing; to promote the integrated development of digital economy and intellectual property rights; to solve the protection problems in the practical application of intellectual property rights with information technology; and to promote the coordinated development of digital economy and intellectual property rights represented by cloud computing. METHODS: Analyzes the role of intranet in protecting business information from the technical perspective of cloud computing; puts forward the hypothesis of the relationship between the digital economy and intellectual property rights by using literature research; and applies the empirical method to verify the use of patent data of state-owned enterprises and the total index of the regional digital economy. RESULTS: The results of the study show that there is a significant positive correlation between the level of development of cloud computing, the Digital Economy, and the internal cloud computing network of the company, which meets the external conditions of the lack of capacity of the Digital Economy and strengthens the globalization of the cloud computing cooperation network. CONCLUSION: Companies can manage the risk of data loss in the digital economy by adapting their internal cloud computing capabilities. After in-house processing and multiple reliability tests, the impact of the digital economy, represented by cloud computing, on supply chain innovation remains significant. In the post-financial crisis era, the effect of the digital economy on chain innovation is important because it is a cloud computing technology-intensive production chain with low dependence on external technologies. The digital economy has a threshold effect on innovation in the production chain. With the strengthening of intellectual property protection, the marginal impact of cloud computing and the digital economy on chain innovation increases significantly.","""trade war"" 2018 ""cash holdings"" firm DiD","https://openalex.org/W4386963560","article"
"Why do firms purchase directors' and officers' liability insurance? – perspective from economic policy uncertainty","Haiyan Jiang; Jing Jia; Yuanyuan Hu","2022","China Accounting and Finance Review","5","True","https://www.emerald.com/insight/content/doi/10.1108/CAFR-02-2022-0004/full/pdf?title=why-do-firms-purchase-directors-and-officers-liability-insurance-perspective-from-economic-policy-uncertainty","https://doi.org/10.1108/cafr-02-2022-0004","Purpose This study aims to investigate whether firms purchase directors' and officers' liability (D&amp;O) insurance when the country-level economic policy uncertainty (EPU) is high. Design/methodology/approach This study uses D&amp;O insurance data from Chinese listed firms between 2003 and 2019 to conduct regression analyses to examine the association between D&amp;O insurance and EPU. Findings The results show that government EPU, despite being an exogenous factor, increases the likelihood of firms' purchasing D&amp;O insurance, and this effect is more pronounced when firms are exposed to great share price crash risk and high litigation risk, suggesting that firms intend to purchase D&amp;O insurance possibly due to the accentuated stock price crash risk and litigation risk associated with EPU. In addition, the results indicate that the effect of EPU on the D&amp;O insurance purchase decision is moderated by the provincial capital market development and internal control quality. Practical implications The study highlights the role of uncertain economic policies in shareholder approval of D&amp;O insurance purchases. Originality/value The study enriches the literature on the determinants of D&amp;O insurance purchases by documenting novel evidence that country-level EPU is a key institutional factor shaping firms' decisions to purchase D&amp;O insurance.","""trade war"" 2018 ""cash holdings"" firm DiD","https://openalex.org/W4229002412","article"
