suite_id,iv,tail_dir,model_family,contemp_total,contemp_p10,contemp_p05,contemp_p01,lead_total,lead_p10,lead_p05,lead_p01,beta_min,beta_max,beta_abs_max,se_med,n_min,n_max,dir
H13.3,Unrated,positive,PanelOLS,4,1,1,1,4,1,1,1,-0.0043927953358576625,0.004496398966938779,0.004496398966938779,0.0015576683254456664,56546,58134,h13_3_capex_constraint
H13.3,UncAnsCEO_c_x_Unrated,positive,PanelOLS,4,0,0,0,4,0,0,0,-0.0009879050210441212,0.0002802773543471879,0.0009879050210441212,0.0012047099155319478,56546,58134,h13_3_capex_constraint
H13,UncAnsCEO,none,PanelOLS,6,3,1,0,6,0,0,0,-0.00028427953347797915,0.0012066106175625927,0.0012066106175625927,0.0005724915640437455,58897,65105,h13_capex
H13,UncPreCEO,none,PanelOLS,6,0,0,0,6,0,0,0,3.199855061045863e-05,0.0008240629606394902,0.0008240629606394902,0.0007409709484979274,58897,65105,h13_capex
H13,UncAnsMgr,none,PanelOLS,6,1,1,0,6,3,3,2,-0.0008578980479134452,0.004874728904277887,0.004874728904277887,0.0008113824474773997,58897,65105,h13_capex
H13,UncPreMgr,none,PanelOLS,6,0,0,0,6,1,0,0,-0.0020330259738037953,8.676579813458596e-05,0.0020330259738037953,0.0010842260007879842,58897,65105,h13_capex
H13.r,UncAnsCEO,none,PanelOLS,6,4,2,1,6,3,3,2,0.0004328942472360249,0.002757873832953235,0.002757873832953235,0.00044584197038441956,55299,61097,h13_capex_robustness
H13.r,UncAnsNoCEO,none,PanelOLS,6,1,1,0,6,3,3,1,-0.0001382160606361342,0.0013897293879592536,0.0013897293879592536,0.0002575555174118313,55299,61097,h13_capex_robustness
H13.r,UncPreCEO,none,PanelOLS,6,0,0,0,6,0,0,0,-0.0006833105033061292,0.0003271026092119613,0.0006833105033061292,0.000575998232340643,55299,61097,h13_capex_robustness
H13.r,UncPreNoCEO,none,PanelOLS,6,2,0,0,6,4,2,0,-0.0011200281560541116,-1.7087717875955327e-05,0.0011200281560541116,0.0005066253595295254,55299,61097,h13_capex_robustness
H14,UncAnsCEO,positive,PanelOLS,6,0,0,0,6,0,0,0,0.07212362525284922,0.3201142249525017,0.3201142249525017,0.2777492941252375,44132,63972,h14_bidask_spread
H14,UncPreCEO,positive,PanelOLS,6,0,0,0,6,0,0,0,-0.5044342226611921,0.018529700369188568,0.5044342226611921,0.2576480795442661,44132,63972,h14_bidask_spread
H14,UncAnsMgr,positive,PanelOLS,6,0,0,0,6,0,0,0,-0.7957422156891776,0.027346922439553233,0.7957422156891776,0.35469377694158943,44132,63972,h14_bidask_spread
H14,UncPreMgr,positive,PanelOLS,6,1,0,0,6,0,0,0,-0.5961362520859514,0.46568196128250494,0.5961362520859514,0.32710407941552994,44132,63972,h14_bidask_spread
H14.r,UncAnsCEO,positive,PanelOLS,6,0,0,0,6,0,0,0,-0.3173941246734146,0.19889724913244022,0.3173941246734146,0.19485433340904543,41604,60073,h14_bidask_spread_robustness
H14.r,UncAnsNoCEO,positive,PanelOLS,6,2,1,0,6,0,0,0,-0.2267828504236227,0.2319585558798503,0.2319585558798503,0.12347560372746148,41604,60073,h14_bidask_spread_robustness
H14.r,UncPreCEO,positive,PanelOLS,6,0,0,0,6,0,0,0,-0.44243810180119547,0.1635688564795209,0.44243810180119547,0.2019432253307183,41604,60073,h14_bidask_spread_robustness
H14.r,UncPreNoCEO,positive,PanelOLS,6,0,0,0,6,0,0,0,-0.3681014340257383,0.11545685812080382,0.3681014340257383,0.17330964980453317,41604,60073,h14_bidask_spread_robustness
H14b,UncAnsCEO,positive,PanelOLS,6,0,0,0,6,3,0,0,0.13880584599668078,0.4554511936362188,0.4554511936362188,0.2990867918365334,60368,63972,h14b_spread_level
H14b,UncPreCEO,positive,PanelOLS,6,0,0,0,6,0,0,0,-0.4983813798446346,0.027174572751619948,0.4983813798446346,0.26964768481509666,60368,63972,h14b_spread_level
H14b,UncAnsMgr,positive,PanelOLS,6,1,1,1,6,1,1,1,-0.878275532185736,1.2029105676360186,1.2029105676360186,0.3936733741954042,60368,63972,h14b_spread_level
H14b,UncPreMgr,positive,PanelOLS,6,2,1,1,6,1,1,1,-0.38066332675068104,1.8836870860167934,1.8836870860167934,0.39119960353540767,60368,63972,h14b_spread_level
H14b.r,UncAnsCEO,positive,PanelOLS,6,1,1,1,6,1,1,1,-0.2747042992723161,0.8764914475110618,0.8764914475110618,0.2060067003665736,56894,60073,h14b_spread_level_robustness
H14b.r,UncAnsNoCEO,positive,PanelOLS,6,1,0,0,6,1,1,1,-0.33205973048127124,0.33583784633132374,0.33583784633132374,0.13490140715986237,56894,60073,h14b_spread_level_robustness
H14b.r,UncPreCEO,positive,PanelOLS,6,1,1,1,6,1,1,0,-0.31610656159105205,0.5904025096972229,0.5904025096972229,0.21616443510747035,56894,60073,h14b_spread_level_robustness
H14b.r,UncPreNoCEO,positive,PanelOLS,6,1,1,1,6,5,4,3,-0.009650395453367508,1.0624003358784218,1.0624003358784218,0.19308524031654622,56894,60073,h14b_spread_level_robustness
H14c,UncAnsCEO,positive,PanelOLS,6,0,0,0,6,5,2,0,-0.10410199271108002,0.4414083159246801,0.4414083159246801,0.15856958925500828,44092,63899,h14c_spread_bgt_level
H14c,UncPreCEO,positive,PanelOLS,6,3,2,1,6,0,0,0,-0.24263687571532527,0.4254714088650406,0.4254714088650406,0.1621878142151246,44092,63899,h14c_spread_bgt_level
H14c,UncAnsMgr,positive,PanelOLS,6,1,0,0,6,1,1,1,-0.6550848258200745,0.5779617410433375,0.6550848258200745,0.22935794335656157,44092,63899,h14c_spread_bgt_level
H14c,UncPreMgr,positive,PanelOLS,6,1,1,1,6,3,1,1,-0.012327196816788559,0.9475968241190252,0.9475968241190252,0.2112364503593989,44092,63899,h14c_spread_bgt_level
H14c.r,UncAnsCEO,positive,PanelOLS,6,1,0,0,6,1,1,1,-0.22246333453069947,0.5630640805002177,0.5630640805002177,0.12058366699275287,41563,60002,h14c_spread_bgt_level_robustness
H14c.r,UncAnsNoCEO,positive,PanelOLS,6,1,0,0,6,1,1,1,-0.11092518690181437,0.29939791542025296,0.29939791542025296,0.08129701782084629,41563,60002,h14c_spread_bgt_level_robustness
H14c.r,UncPreCEO,positive,PanelOLS,6,4,4,2,6,1,1,0,-0.13066848770388886,0.46634512815372464,0.46634512815372464,0.12769706720249988,41563,60002,h14c_spread_bgt_level_robustness
H14c.r,UncPreNoCEO,positive,PanelOLS,6,1,1,1,6,2,1,1,-0.03866779974064543,0.371067029001936,0.371067029001936,0.10069507966068558,41563,60002,h14c_spread_bgt_level_robustness
H14d,UncAnsCEO,positive,PanelOLS,6,0,0,0,6,1,0,0,0.0032867303898022277,0.18301342176950483,0.18301342176950483,0.13753094587961512,43282,62480,h14d_spread_bgt_delta
H14d,UncPreCEO,positive,PanelOLS,6,0,0,0,6,0,0,0,-0.10489455335250601,0.06182132429738851,0.10489455335250601,0.11384578054665402,43282,62480,h14d_spread_bgt_delta
H14d,UncAnsMgr,positive,PanelOLS,6,0,0,0,6,0,0,0,-0.40448871248576396,0.017728281104519437,0.40448871248576396,0.16484853848974107,43282,62480,h14d_spread_bgt_delta
H14d,UncPreMgr,positive,PanelOLS,6,0,0,0,6,0,0,0,-0.261092433274688,0.12937264315756114,0.261092433274688,0.14379948166229287,43282,62480,h14d_spread_bgt_delta
H14d.r,UncAnsCEO,positive,PanelOLS,6,0,0,0,6,0,0,0,-0.16092441082189524,0.07541836477653162,0.16092441082189524,0.0961477145945713,40785,58647,h14d_spread_bgt_delta_robustness
H14d.r,UncAnsNoCEO,positive,PanelOLS,6,0,0,0,6,0,0,0,-0.09838080178949452,0.062245530482823275,0.09838080178949452,0.056601929918713205,40785,58647,h14d_spread_bgt_delta_robustness
H14d.r,UncPreCEO,positive,PanelOLS,6,0,0,0,6,0,0,0,-0.19633721100345597,0.060655441569025276,0.19633721100345597,0.09097200679269503,40785,58647,h14d_spread_bgt_delta_robustness
H14d.r,UncPreNoCEO,positive,PanelOLS,6,0,0,0,6,0,0,0,-0.1372398027312085,0.040607108966430994,0.1372398027312085,0.07777374712119847,40785,58647,h14d_spread_bgt_delta_robustness
H14e,UncAnsCEO,positive,PanelOLS,6,0,0,0,6,2,2,0,-0.05363763340376579,0.3316602451121583,0.3316602451121583,0.1461998057126836,44100,63936,h14e_spread_bgt_avg
H14e,UncPreCEO,positive,PanelOLS,6,3,2,0,6,0,0,0,-0.16983503175186207,0.3705409094537953,0.3705409094537953,0.1437183905773529,44100,63936,h14e_spread_bgt_avg
H14e,UncAnsMgr,positive,PanelOLS,6,0,0,0,6,1,1,1,-0.48942638922110004,0.4651441131445866,0.48942638922110004,0.21291259191744089,44100,63936,h14e_spread_bgt_avg
H14e,UncPreMgr,positive,PanelOLS,6,1,1,1,6,2,1,1,-0.014848044359580218,0.6978704618395748,0.6978704618395748,0.18836570357238427,44100,63936,h14e_spread_bgt_avg
H14e.r,UncAnsCEO,positive,PanelOLS,6,0,0,0,6,1,1,1,-0.18448962521798423,0.4166255265454606,0.4166255265454606,0.11188953066586035,41570,60035,h14e_spread_bgt_avg_robustness
H14e.r,UncAnsNoCEO,positive,PanelOLS,6,0,0,0,6,1,1,1,-0.12772107100052751,0.22194115288817792,0.22194115288817792,0.0726476176215142,41570,60035,h14e_spread_bgt_avg_robustness
H14e.r,UncPreCEO,positive,PanelOLS,6,5,4,3,6,1,1,0,-0.10243341077676761,0.47587380458867123,0.47587380458867123,0.11260758424558655,41570,60035,h14e_spread_bgt_avg_robustness
H14e.r,UncPreNoCEO,positive,PanelOLS,6,1,1,1,6,1,1,1,-0.0336064855943401,0.27458753660751267,0.27458753660751267,0.08999935986468705,41570,60035,h14e_spread_bgt_avg_robustness
H16,UncAnsCEO,none,PanelOLS,6,0,0,0,6,0,0,0,-0.02048446584246017,0.012599908607437387,0.02048446584246017,0.021212591337879557,58970,65086,h16_rd_sales
H16,UncPreCEO,none,PanelOLS,6,0,0,0,6,0,0,0,-0.013847523736889206,0.018110695533704525,0.018110695533704525,0.013579226370443388,58970,65086,h16_rd_sales
H16,UncAnsMgr,none,PanelOLS,6,0,0,0,6,0,0,0,0.0010394709613920573,0.025491439444741294,0.025491439444741294,0.028998138038665314,58970,65086,h16_rd_sales
H16,UncPreMgr,none,PanelOLS,6,0,0,0,6,0,0,0,-0.011923173132953161,0.019567161129244108,0.019567161129244108,0.01626800321506348,58970,65086,h16_rd_sales
H16.r,UncAnsCEO,none,PanelOLS,6,1,0,0,6,3,1,0,-0.01478259122607917,0.019992438512011098,0.019992438512011098,0.007938369371243323,55367,61096,h16_rd_sales_robustness
H16.r,UncAnsNoCEO,none,PanelOLS,6,0,0,0,6,0,0,0,-0.002550283928039842,0.004888123353325971,0.004888123353325971,0.0045427189064058075,55367,61096,h16_rd_sales_robustness
H16.r,UncPreCEO,none,PanelOLS,6,2,0,0,6,0,0,0,-0.003224035841685032,0.015163583764022015,0.015163583764022015,0.00814589533906757,55367,61096,h16_rd_sales_robustness
H16.r,UncPreNoCEO,none,PanelOLS,6,0,0,0,6,0,0,0,-0.007246093825308799,0.0027509475142984924,0.007246093825308799,0.00657453624042735,55367,61096,h16_rd_sales_robustness
H17,UncAnsCEO,none,PanelOLS,6,0,0,0,6,0,0,0,-7.936002772874802e-05,0.00012211406486897411,0.00012211406486897411,0.0002447183142561712,57529,61030,h17_repurchase_intensity
H17,UncPreCEO,none,PanelOLS,6,0,0,0,6,1,0,0,-0.0001379962997003831,0.00043531141313081127,0.00043531141313081127,0.00028698145895919374,57529,61030,h17_repurchase_intensity
H17,UncAnsMgr,none,PanelOLS,6,3,3,1,6,1,1,0,-0.0008092885844648482,7.834492183871861e-05,0.0008092885844648482,0.00030212602264724064,57529,61030,h17_repurchase_intensity
H17,UncPreMgr,none,PanelOLS,6,6,4,0,6,1,0,0,0.000448509844329823,0.0006915014835129882,0.0006915014835129882,0.0003351150568320286,57529,61030,h17_repurchase_intensity
H17.r,UncAnsCEO,none,PanelOLS,6,3,1,0,6,3,2,0,-0.0004365084927108359,7.644752834722852e-06,0.0004365084927108359,0.00017248161180939947,54033,57334,h17_repurchase_intensity_robustness
H17.r,UncAnsNoCEO,none,PanelOLS,6,2,0,0,6,1,1,0,-0.00023784898808295506,-1.4783248033047625e-05,0.00023784898808295506,0.00010517887580952297,54033,57334,h17_repurchase_intensity_robustness
H17.r,UncPreCEO,none,PanelOLS,6,3,3,1,6,3,3,3,0.0001845406374280067,0.0006541354742581935,0.0006541354742581935,0.00022804566675955855,54033,57334,h17_repurchase_intensity_robustness
H17.r,UncPreNoCEO,none,PanelOLS,6,0,0,0,6,0,0,0,6.962468168856533e-05,0.0001522858094756936,0.0001522858094756936,0.00015004085963998893,54033,57334,h17_repurchase_intensity_robustness
H18,UncAnsCEO,positive,LPM,6,0,0,0,0,0,0,0,-0.0014367548187959982,-0.0007483915209189471,0.0014367548187959982,0.0009068402083190676,64172,66886,h18_cccl_received
H18,UncPreCEO,positive,LPM,6,0,0,0,0,0,0,0,-0.0004417311623268464,0.0003397486941598565,0.0004417311623268464,0.0008766663498299349,64172,66886,h18_cccl_received
H18,UncAnsMgr,positive,LPM,6,0,0,0,0,0,0,0,-0.0002981066365389235,0.0005629364738185406,0.0005629364738185406,0.0011363270669482125,64172,66886,h18_cccl_received
H18,UncPreMgr,positive,LPM,6,2,0,0,0,0,0,0,0.00125301549898783,0.001979928319926413,0.001979928319926413,0.0013102826615159356,64172,66886,h18_cccl_received
H18.r,UncAnsCEO,positive,LPM,6,0,0,0,0,0,0,0,-0.001526281289404287,-0.0005341821317391913,0.001526281289404287,0.0007109838489747353,60199,62704,h18_cccl_received_robustness
H18.r,UncAnsNoCEO,positive,LPM,6,0,0,0,0,0,0,0,-0.00031912585015072344,-0.000216063523267417,0.00031912585015072344,0.00045085274252734567,60199,62704,h18_cccl_received_robustness
H18.r,UncPreCEO,positive,LPM,6,2,2,0,0,0,0,0,0.0004598938336898683,0.0012226101901441882,0.0012226101901441882,0.0006975619571484763,60199,62704,h18_cccl_received_robustness
H18.r,UncPreNoCEO,positive,LPM,6,1,0,0,0,0,0,0,0.000538670816018248,0.00076967261837832,0.00076967261837832,0.0006068939483915719,60199,62704,h18_cccl_received_robustness
H18b,UncAnsCEO,positive,Logit,2,0,0,0,0,0,0,0,-0.0015719965501704684,-0.0012058676131708817,0.0015719965501704684,0.0009770867144512133,64172,66886,h18b_cccl_logit
H18b,UncPreCEO,positive,Logit,2,0,0,0,0,0,0,0,-0.0005095754986747457,9.932120478729418e-05,0.0005095754986747457,0.0008001406143558158,64172,66886,h18b_cccl_logit
H18b,UncAnsMgr,positive,Logit,2,0,0,0,0,0,0,0,-0.00037168123798588036,0.0001030506305791964,0.00037168123798588036,0.0011413157256385386,64172,66886,h18b_cccl_logit
H18b,UncPreMgr,positive,Logit,2,2,1,0,0,0,0,0,0.001243799144749696,0.0017537692776065446,0.0017537692776065446,0.0010070634098943874,64172,66886,h18b_cccl_logit
H18b.r,UncAnsCEO,positive,Logit,2,0,0,0,0,0,0,0,-0.0016008835340246119,-0.001570313747567519,0.0016008835340246119,0.0007558129810473416,60199,62704,h18b_cccl_logit_robustness
H18b.r,UncAnsNoCEO,positive,Logit,2,0,0,0,0,0,0,0,-0.000273610674719705,-0.00024429777067028386,0.000273610674719705,0.00045582744824075675,60199,62704,h18b_cccl_logit_robustness
H18b.r,UncPreCEO,positive,Logit,2,0,0,0,0,0,0,0,0.0006073311274527611,0.0007997993158434628,0.0007997993158434628,0.0006376973734884212,60199,62704,h18b_cccl_logit_robustness
H18b.r,UncPreNoCEO,positive,Logit,2,2,0,0,0,0,0,0,0.0005607084354447105,0.0006391475009815699,0.0006391475009815699,0.00043264420041646894,60199,62704,h18b_cccl_logit_robustness
H19b,UncAnsCEO,negative,PanelOLS,6,0,0,0,6,0,0,0,0.007294655176995524,0.014478023460010087,0.014478023460010087,0.008238286148407995,58871,65069,h19b_external_funding
H19b,UncPreCEO,negative,PanelOLS,6,0,0,0,6,0,0,0,-0.011515211378387399,0.005148737817316952,0.011515211378387399,0.009338474067856182,58871,65069,h19b_external_funding
H19b,UncAnsMgr,negative,PanelOLS,6,0,0,0,6,2,0,0,-0.01602974169272233,0.0015357851600042004,0.01602974169272233,0.01055569491909171,58871,65069,h19b_external_funding
H19b,UncPreMgr,negative,PanelOLS,6,0,0,0,6,0,0,0,-0.010408360862343067,0.02921413899070267,0.02921413899070267,0.013012117820134103,58871,65069,h19b_external_funding
H19b.r,UncAnsCEO,negative,PanelOLS,6,0,0,0,6,0,0,0,0.0010511478870192795,0.008185913047797783,0.008185913047797783,0.006384269524383375,55275,61063,h19b_external_funding_robustness
H19b.r,UncAnsNoCEO,negative,PanelOLS,6,0,0,0,6,0,0,0,-0.004513197727337464,0.007366962874256246,0.007366962874256246,0.003619162268288204,55275,61063,h19b_external_funding_robustness
H19b.r,UncPreCEO,negative,PanelOLS,6,0,0,0,6,3,0,0,-0.011924765360830892,0.011119231427052142,0.011924765360830892,0.0076258164710884795,55275,61063,h19b_external_funding_robustness
H19b.r,UncPreNoCEO,negative,PanelOLS,6,0,0,0,6,3,0,0,-0.011042553942610393,0.012279198300370721,0.012279198300370721,0.006777006811374884,55275,61063,h19b_external_funding_robustness
H1.1,UncAnsMgr_c,positive,PanelOLS,4,4,4,4,4,4,2,0,0.0024913892197018484,0.004558151865540344,0.004558151865540344,0.0014739994926415683,70191,73707,h1_1_cash_tsimm
H1.1,z_log_TotalSimilarity,positive,PanelOLS,4,4,4,2,4,4,4,4,0.0029100519118155604,0.010935997564006603,0.010935997564006603,0.0017023904846227601,70191,73707,h1_1_cash_tsimm
H1.1,UncAnsMgr_c_x_zlogTSIMM,positive,PanelOLS,4,0,0,0,4,0,0,0,-0.0027111280873015338,0.0016683711946065827,0.0027111280873015338,0.0019711504525612754,70191,73707,h1_1_cash_tsimm
H1.1.r,UncAnsCEO_c,positive,PanelOLS,4,4,4,2,4,4,2,0,0.0016285730008497694,0.0029197059349166657,0.0029197059349166657,0.0012010984644071844,60641,63739,h1_1_cash_tsimm_robustness
H1.1.r,z_log_TotalSimilarity,positive,PanelOLS,4,4,3,2,4,4,4,2,0.003009258369467335,0.011787091426363982,0.011787091426363982,0.0018865638894706115,60641,63739,h1_1_cash_tsimm_robustness
H1.1.r,UncAnsCEO_c_x_zlogTSIMM,positive,PanelOLS,4,0,0,0,4,0,0,0,-0.0028880924364917617,-0.00015662473955227712,0.0028880924364917617,0.0014976359040255484,60641,63739,h1_1_cash_tsimm_robustness
H1.1b,UncAnsMgr_c,positive,PanelOLS,4,4,4,4,4,4,2,0,0.003152240933669454,0.004400255658263773,0.004400255658263773,0.001809043405192542,70191,73707,h1_1b_cash_tsimm_binary
H1.1b,HighTSIMM,positive,PanelOLS,4,2,2,2,4,4,2,2,0.0013624476159695242,0.012233907099786596,0.012233907099786596,0.0020807617181864907,70191,73707,h1_1b_cash_tsimm_binary
H1.1b,UncAnsMgr_c_x_HighTSIMM,positive,PanelOLS,4,0,0,0,4,0,0,0,-0.0014431825421402675,0.0010496405744487892,0.0014431825421402675,0.0030678632268155035,70191,73707,h1_1b_cash_tsimm_binary
H1.1b.r,UncAnsCEO_c,positive,PanelOLS,4,4,4,4,4,4,2,1,0.002861820755625293,0.0036691758879103375,0.0036691758879103375,0.001491737892494081,60641,63739,h1_1b_cash_tsimm_binary_robustness
H1.1b.r,HighTSIMM,positive,PanelOLS,4,2,2,2,4,2,2,2,0.0005270552467281472,0.01227411060922711,0.01227411060922711,0.002212800250231786,60641,63739,h1_1b_cash_tsimm_binary_robustness
H1.1b.r,UncAnsCEO_c_x_HighTSIMM,positive,PanelOLS,4,0,0,0,4,0,0,0,-0.0024893106112230078,-0.0008406287095772531,0.0024893106112230078,0.00245032319476727,60641,63739,h1_1b_cash_tsimm_binary_robustness
H1.2,UncAnsMgr_c,positive,PanelOLS,4,4,4,4,4,4,3,0,0.002844898647556842,0.005266548582820013,0.005266548582820013,0.0014913146996492189,66216,67544,h1_2_cash_constraint
H1.2,Unrated,positive,PanelOLS,4,1,1,1,4,1,1,1,-0.0035300302174907923,0.010999028153793736,0.010999028153793736,0.003254792242883425,66216,67544,h1_2_cash_constraint
H1.2,UncAnsMgr_c_x_Unrated,positive,PanelOLS,4,4,4,2,4,4,4,3,0.003979903334005067,0.010962920233050386,0.010962920233050386,0.003637001995087838,66216,67544,h1_2_cash_constraint
H1.2.r,UncAnsCEO_c,positive,PanelOLS,4,4,4,2,4,4,3,0,0.0015254699964421217,0.003153312027484082,0.003153312027484082,0.0012177523318946599,57042,58157,h1_2_cash_constraint_robustness
H1.2.r,Unrated,positive,PanelOLS,4,1,1,1,4,1,1,1,-0.004681662674832735,0.01009490819053559,0.01009490819053559,0.003381364857577554,57042,58157,h1_2_cash_constraint_robustness
H1.2.r,UncAnsCEO_c_x_Unrated,positive,PanelOLS,4,2,0,0,4,2,1,0,0.00046167002749263124,0.006433320559947247,0.006433320559947247,0.003259457522193246,57042,58157,h1_2_cash_constraint_robustness
H1,UncAnsCEO,positive,PanelOLS,6,0,0,0,6,4,0,0,-0.00028087998891964826,0.002844047232490008,0.002844047232490008,0.0016167464714597157,59440,65128,h1_cash_holdings
H1,UncPreCEO,positive,PanelOLS,6,0,0,0,6,0,0,0,-0.0006981738060513373,0.002718556224660425,0.002718556224660425,0.002379916450699048,59440,65128,h1_cash_holdings
H1,UncAnsMgr,positive,PanelOLS,6,6,6,2,6,1,1,0,-0.00102412003567324,0.007235390975328841,0.007235390975328841,0.002324324261588325,59440,65128,h1_cash_holdings
